2024-04-01 16:35:45,397 INFO    StreamThr :2983 [internal.py:wandb_internal():87] W&B internal server running at pid: 2983, started at: 2024-04-01 16:35:45.397382
2024-04-01 16:35:45,399 DEBUG   HandlerThread:2983 [handler.py:handle_request():144] handle_request: status
2024-04-01 16:35:45,400 INFO    WriterThread:2983 [datastore.py:open_for_write():85] open: /home/jgroat/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240401_163545-vh3arqfp/run-vh3arqfp.wandb
2024-04-01 16:35:45,401 DEBUG   SenderThread:2983 [sender.py:send():334] send: header
2024-04-01 16:35:45,404 DEBUG   SenderThread:2983 [sender.py:send():334] send: run
2024-04-01 16:35:45,679 INFO    SenderThread:2983 [dir_watcher.py:__init__():216] watching files in: /home/jgroat/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240401_163545-vh3arqfp/files
2024-04-01 16:35:45,679 INFO    SenderThread:2983 [sender.py:_start_run_threads():1065] run started: vh3arqfp with start time 1712007345.397122
2024-04-01 16:35:45,679 DEBUG   SenderThread:2983 [sender.py:send_request():361] send_request: summary_record
2024-04-01 16:35:45,679 INFO    SenderThread:2983 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2024-04-01 16:35:45,680 DEBUG   HandlerThread:2983 [handler.py:handle_request():144] handle_request: check_version
2024-04-01 16:35:45,680 DEBUG   SenderThread:2983 [sender.py:send_request():361] send_request: check_version
2024-04-01 16:35:45,754 DEBUG   HandlerThread:2983 [handler.py:handle_request():144] handle_request: run_start
2024-04-01 16:35:45,755 DEBUG   HandlerThread:2983 [system_info.py:__init__():31] System info init
2024-04-01 16:35:45,755 DEBUG   HandlerThread:2983 [system_info.py:__init__():46] System info init done
2024-04-01 16:35:45,755 INFO    HandlerThread:2983 [system_monitor.py:start():151] Starting system monitor
2024-04-01 16:35:45,755 INFO    SystemMonitor:2983 [system_monitor.py:_start():116] Starting system asset monitoring threads
2024-04-01 16:35:45,756 INFO    HandlerThread:2983 [system_monitor.py:probe():172] Collecting system info
2024-04-01 16:35:45,756 INFO    SystemMonitor:2983 [interfaces.py:start():168] Started cpu
2024-04-01 16:35:45,757 INFO    SystemMonitor:2983 [interfaces.py:start():168] Started disk
2024-04-01 16:35:45,757 INFO    SystemMonitor:2983 [interfaces.py:start():168] Started memory
2024-04-01 16:35:45,758 INFO    SystemMonitor:2983 [interfaces.py:start():168] Started network
2024-04-01 16:35:45,760 DEBUG   HandlerThread:2983 [system_info.py:probe():195] Probing system
2024-04-01 16:35:45,777 DEBUG   HandlerThread:2983 [system_info.py:_probe_git():180] Probing git
2024-04-01 16:35:45,783 DEBUG   HandlerThread:2983 [system_info.py:_probe_git():188] Probing git done
2024-04-01 16:35:45,783 DEBUG   HandlerThread:2983 [system_info.py:probe():241] Probing system done
2024-04-01 16:35:45,783 DEBUG   HandlerThread:2983 [system_monitor.py:probe():181] {'os': 'Linux-5.15.146.1-microsoft-standard-WSL2-x86_64-with-glibc2.35', 'python': '3.9.19', 'heartbeatAt': '2024-04-01T21:35:45.760530', 'startedAt': '2024-04-01T21:35:45.391124', 'docker': None, 'cuda': None, 'args': ('--input_artifact', 'sample.csv:latest', '--output_artifact', 'clean_sample.csv', '--output_type', 'clean_sample', '--output_description', 'Data with outliers and null values removed', '--min_price', '10', '--max_price', '350'), 'state': 'running', 'program': '/home/jgroat/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/run.py', 'codePath': 'src/basic_cleaning/run.py', 'git': {'remote': 'https://github.com/thewavingwhale/Project-Build-an-ML-Pipeline-Starter.git', 'commit': '077621b0ed54d88e8c2f5ef3dea7b725c4ea7c98'}, 'email': None, 'root': '/home/jgroat/Project-Build-an-ML-Pipeline-Starter', 'host': 'JGOFFICE', 'username': 'jgroat', 'executable': '/home/jgroat/miniconda3/envs/mlflow-19707c3818ce7e70ccc2f8b703046ae5d9c85174/bin/python', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 3895.6030000000005, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 3895.603, 'min': 0.0, 'max': 0.0}, {'current': 3895.603, 'min': 0.0, 'max': 0.0}, {'current': 3895.603, 'min': 0.0, 'max': 0.0}, {'current': 3895.603, 'min': 0.0, 'max': 0.0}, {'current': 3895.603, 'min': 0.0, 'max': 0.0}, {'current': 3895.603, 'min': 0.0, 'max': 0.0}, {'current': 3895.603, 'min': 0.0, 'max': 0.0}, {'current': 3895.603, 'min': 0.0, 'max': 0.0}, {'current': 3895.603, 'min': 0.0, 'max': 0.0}, {'current': 3895.603, 'min': 0.0, 'max': 0.0}, {'current': 3895.603, 'min': 0.0, 'max': 0.0}, {'current': 3895.603, 'min': 0.0, 'max': 0.0}], 'disk': {'total': 1006.853931427002, 'used': 12.192447662353516}, 'memory': {'total': 15.311756134033203}}
2024-04-01 16:35:45,783 INFO    HandlerThread:2983 [system_monitor.py:probe():182] Finished collecting system info
2024-04-01 16:35:45,783 INFO    HandlerThread:2983 [system_monitor.py:probe():185] Publishing system info
2024-04-01 16:35:45,783 DEBUG   HandlerThread:2983 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2024-04-01 16:35:45,783 DEBUG   HandlerThread:2983 [system_info.py:_save_pip():67] Saving pip packages done
2024-04-01 16:35:45,783 DEBUG   HandlerThread:2983 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2024-04-01 16:35:46,182 DEBUG   HandlerThread:2983 [system_info.py:_save_conda():86] Saving conda packages done
2024-04-01 16:35:46,183 INFO    HandlerThread:2983 [system_monitor.py:probe():187] Finished publishing system info
2024-04-01 16:35:46,185 DEBUG   SenderThread:2983 [sender.py:send():334] send: files
2024-04-01 16:35:46,185 INFO    SenderThread:2983 [sender.py:_save_file():1319] saving file wandb-metadata.json with policy now
2024-04-01 16:35:46,190 DEBUG   HandlerThread:2983 [handler.py:handle_request():144] handle_request: stop_status
2024-04-01 16:35:46,190 DEBUG   SenderThread:2983 [sender.py:send_request():361] send_request: stop_status
2024-04-01 16:35:46,362 DEBUG   SenderThread:2983 [sender.py:send():334] send: telemetry
2024-04-01 16:35:46,362 DEBUG   SenderThread:2983 [sender.py:send():334] send: config
2024-04-01 16:35:46,511 DEBUG   SenderThread:2983 [sender.py:send():334] send: use_artifact
2024-04-01 16:35:46,680 INFO    Thread-13 :2983 [dir_watcher.py:_on_file_created():275] file/dir created: /home/jgroat/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240401_163545-vh3arqfp/files/conda-environment.yaml
2024-04-01 16:35:46,680 INFO    Thread-13 :2983 [dir_watcher.py:_on_file_created():275] file/dir created: /home/jgroat/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240401_163545-vh3arqfp/files/wandb-metadata.json
2024-04-01 16:35:46,681 INFO    Thread-13 :2983 [dir_watcher.py:_on_file_created():275] file/dir created: /home/jgroat/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240401_163545-vh3arqfp/files/output.log
2024-04-01 16:35:46,681 INFO    Thread-13 :2983 [dir_watcher.py:_on_file_created():275] file/dir created: /home/jgroat/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240401_163545-vh3arqfp/files/requirements.txt
2024-04-01 16:35:46,681 INFO    Thread-13 :2983 [dir_watcher.py:_on_file_created():275] file/dir created: /home/jgroat/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240401_163545-vh3arqfp/files/wandb-summary.json
2024-04-01 16:35:46,694 INFO    Thread-16 :2983 [upload_job.py:push():143] Uploaded file /tmp/tmpq8jty9bmwandb/ph25ui0m-wandb-metadata.json
2024-04-01 16:35:47,222 DEBUG   HandlerThread:2983 [handler.py:handle_request():144] handle_request: log_artifact
2024-04-01 16:35:47,222 DEBUG   SenderThread:2983 [sender.py:send_request():361] send_request: log_artifact
2024-04-01 16:35:48,225 DEBUG   HandlerThread:2983 [handler.py:handle_request():144] handle_request: poll_exit
2024-04-01 16:35:48,346 INFO    Thread-18 :2983 [upload_job.py:push():101] Uploaded file /home/jgroat/.local/share/wandb/artifacts/staging/tmpv5r8a0d2
2024-04-01 16:35:48,680 INFO    Thread-13 :2983 [dir_watcher.py:_on_file_modified():292] file/dir modified: /home/jgroat/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240401_163545-vh3arqfp/files/output.log
2024-04-01 16:35:48,943 INFO    SenderThread:2983 [sender.py:send_request_log_artifact():1379] logged artifact clean_sample.csv - {'id': 'QXJ0aWZhY3Q6Nzc5MjM1ODA1', 'digest': 'd1caf0f1b6fe9e1d49d7c0b252c8b39a', 'state': 'PENDING', 'aliases': [], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjE1NTA0NjQ4MQ==', 'latestArtifact': None}, 'version': 'latest'}
2024-04-01 16:35:48,944 DEBUG   SenderThread:2983 [sender.py:send():334] send: exit
2024-04-01 16:35:48,944 INFO    SenderThread:2983 [sender.py:send_exit():557] handling exit code: 0
2024-04-01 16:35:48,944 INFO    SenderThread:2983 [sender.py:send_exit():559] handling runtime: 1
2024-04-01 16:35:48,944 INFO    SenderThread:2983 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2024-04-01 16:35:48,944 INFO    SenderThread:2983 [sender.py:send_exit():565] send defer
2024-04-01 16:35:48,944 DEBUG   SenderThread:2983 [sender.py:send_request():361] send_request: poll_exit
2024-04-01 16:35:48,945 DEBUG   HandlerThread:2983 [handler.py:handle_request():144] handle_request: defer
2024-04-01 16:35:48,945 INFO    HandlerThread:2983 [handler.py:handle_request_defer():170] handle defer: 0
2024-04-01 16:35:48,945 DEBUG   SenderThread:2983 [sender.py:send_request():361] send_request: defer
2024-04-01 16:35:48,945 INFO    SenderThread:2983 [sender.py:send_request_defer():581] handle sender defer: 0
2024-04-01 16:35:48,945 INFO    SenderThread:2983 [sender.py:transition_state():585] send defer: 1
2024-04-01 16:35:48,945 DEBUG   HandlerThread:2983 [handler.py:handle_request():144] handle_request: defer
2024-04-01 16:35:48,945 INFO    HandlerThread:2983 [handler.py:handle_request_defer():170] handle defer: 1
2024-04-01 16:35:48,945 DEBUG   SenderThread:2983 [sender.py:send_request():361] send_request: defer
2024-04-01 16:35:48,945 INFO    SenderThread:2983 [sender.py:send_request_defer():581] handle sender defer: 1
2024-04-01 16:35:48,945 INFO    SenderThread:2983 [sender.py:transition_state():585] send defer: 2
2024-04-01 16:35:48,946 DEBUG   HandlerThread:2983 [handler.py:handle_request():144] handle_request: defer
2024-04-01 16:35:48,946 INFO    HandlerThread:2983 [handler.py:handle_request_defer():170] handle defer: 2
2024-04-01 16:35:48,946 INFO    HandlerThread:2983 [system_monitor.py:finish():161] Stopping system monitor
2024-04-01 16:35:48,946 DEBUG   SystemMonitor:2983 [system_monitor.py:_start():130] Starting system metrics aggregation loop
2024-04-01 16:35:48,946 INFO    HandlerThread:2983 [interfaces.py:finish():175] Joined cpu
2024-04-01 16:35:48,946 INFO    HandlerThread:2983 [interfaces.py:finish():175] Joined disk
2024-04-01 16:35:48,946 INFO    HandlerThread:2983 [interfaces.py:finish():175] Joined memory
2024-04-01 16:35:48,946 DEBUG   SystemMonitor:2983 [system_monitor.py:_start():137] Finished system metrics aggregation loop
2024-04-01 16:35:48,947 INFO    HandlerThread:2983 [interfaces.py:finish():175] Joined network
2024-04-01 16:35:48,947 DEBUG   SystemMonitor:2983 [system_monitor.py:_start():141] Publishing last batch of metrics
2024-04-01 16:35:48,947 DEBUG   SenderThread:2983 [sender.py:send_request():361] send_request: defer
2024-04-01 16:35:48,947 INFO    SenderThread:2983 [sender.py:send_request_defer():581] handle sender defer: 2
2024-04-01 16:35:48,947 INFO    SenderThread:2983 [sender.py:transition_state():585] send defer: 3
2024-04-01 16:35:48,947 DEBUG   SenderThread:2983 [sender.py:send():334] send: stats
2024-04-01 16:35:48,948 DEBUG   HandlerThread:2983 [handler.py:handle_request():144] handle_request: defer
2024-04-01 16:35:48,948 INFO    HandlerThread:2983 [handler.py:handle_request_defer():170] handle defer: 3
2024-04-01 16:35:48,948 DEBUG   SenderThread:2983 [sender.py:send_request():361] send_request: defer
2024-04-01 16:35:48,948 INFO    SenderThread:2983 [sender.py:send_request_defer():581] handle sender defer: 3
2024-04-01 16:35:48,948 INFO    SenderThread:2983 [sender.py:transition_state():585] send defer: 4
2024-04-01 16:35:48,948 DEBUG   HandlerThread:2983 [handler.py:handle_request():144] handle_request: defer
2024-04-01 16:35:48,948 INFO    HandlerThread:2983 [handler.py:handle_request_defer():170] handle defer: 4
2024-04-01 16:35:48,948 DEBUG   SenderThread:2983 [sender.py:send_request():361] send_request: defer
2024-04-01 16:35:48,948 INFO    SenderThread:2983 [sender.py:send_request_defer():581] handle sender defer: 4
2024-04-01 16:35:48,948 INFO    SenderThread:2983 [sender.py:transition_state():585] send defer: 5
2024-04-01 16:35:48,948 DEBUG   HandlerThread:2983 [handler.py:handle_request():144] handle_request: defer
2024-04-01 16:35:48,948 INFO    HandlerThread:2983 [handler.py:handle_request_defer():170] handle defer: 5
2024-04-01 16:35:48,948 DEBUG   SenderThread:2983 [sender.py:send():334] send: summary
2024-04-01 16:35:48,949 INFO    SenderThread:2983 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2024-04-01 16:35:48,949 DEBUG   SenderThread:2983 [sender.py:send_request():361] send_request: defer
2024-04-01 16:35:48,949 INFO    SenderThread:2983 [sender.py:send_request_defer():581] handle sender defer: 5
2024-04-01 16:35:48,949 INFO    SenderThread:2983 [sender.py:transition_state():585] send defer: 6
2024-04-01 16:35:48,949 DEBUG   HandlerThread:2983 [handler.py:handle_request():144] handle_request: defer
2024-04-01 16:35:48,949 INFO    HandlerThread:2983 [handler.py:handle_request_defer():170] handle defer: 6
